region,series,year,value
World,secondary_male,2019,76.4151611328125
World,secondary_male,2020,77.1083374023438
World,tertiary,2000,19.484260559082
World,tertiary,2001,20.3930397033691
World,tertiary,2002,21.6429405212402
World,tertiary,2003,22.7504901885986
World,tertiary,2004,23.6235904693604
World,tertiary,2005,24.3295593261719
World,tertiary,2006,25.7015895843506
World,tertiary,2007,26.303430557251
World,tertiary,2008,27.350980758667
World,tertiary,2009,28.2910709381104
World,tertiary,2010,29.5784606933594
World,tertiary,2011,31.1437301635742
World,tertiary,2012,32.3113899230957
World,tertiary,2013,33.0915985107422
World,tertiary,2014,35.5645713806152
World,tertiary,2015,36.6130981445312
World,tertiary,2016,37.1431999206543
World,tertiary,2017,37.4994316101074
World,tertiary,2018,37.8525314331055
World,tertiary,2019,38.6688690185547
World,tertiary,2020,39.7074089050293
World,tertiary_female,2000,19.4301891326904
World,tertiary_female,2001,20.4217891693115
World,tertiary_female,2002,21.9138298034668
World,tertiary_female,2003,23.0677700042725
World,tertiary_female,2004,24.0899906158447
World,tertiary_female,2005,24.9528503417969
World,tertiary_female,2006,26.6233196258545
World,tertiary_female,2007,27.2599792480469
World,tertiary_female,2008,28.4158096313477
World,tertiary_female,2009,29.4342708587646
World,tertiary_female,2010,30.7454795837402
World,tertiary_female,2011,32.325309753418
World,tertiary_female,2012,33.8117294311523
World,tertiary_female,2013,34.8252487182617
World,tertiary_female,2014,37.5523986816406
World,tertiary_female,2015,38.6663017272949
World,tertiary_female,2016,39.3732490539551
World,tertiary_female,2017,39.8309898376465
World,tertiary_female,2018,40.3366508483887
World,tertiary_female,2019,41.417350769043
World,tertiary_female,2020,42.5671310424805
World,tertiary_male,2000,19.5360507965088
World,tertiary_male,2001,20.3655204772949
World,tertiary_male,2002,21.3838596343994
World,tertiary_male,2003,22.4472599029541
World,tertiary_male,2004,23.178279876709
World,tertiary_male,2005,23.7352600097656
World,tertiary_male,2006,24.8239803314209
World,tertiary_male,2007,25.3936290740967
World,tertiary_male,2008,26.3396492004394
World,tertiary_male,2009,27.2074394226074
World,tertiary_male,2010,28.4739093780518
World,tertiary_male,2011,30.0246200561523
World,tertiary_male,2012,30.8929805755615
World,tertiary_male,2013,31.4556293487549
World,tertiary_male,2014,33.6915092468262
World,tertiary_male,2015,34.6807899475098
World,tertiary_male,2016,35.0478515625
World,tertiary_male,2017,35.3088798522949
World,tertiary_male,2018,35.5173683166504
World,tertiary_male,2019,36.0825500488281
World,tertiary_male,2020,37.0155715942383
